,,,,Date,Market cap,Volume,Supersector,Sector,Revision_real,Revision_20,mom,mom_short,30d_vol
B US,30/Apr/2010,02/Aug/2010,30/Jun/2010,30/Apr/2010,1144.5117,5.340426988,Industrial Goods & Services,Support Services,0.007155635062611854,0.08497316636851537,1.3315050278401062,1.0520988186697837,0.016727638139738134
B US,02/Aug/2010,29/Oct/2010,30/Sep/2010,02/Aug/2010,987.91,4.779136249,Industrial Goods & Services,Support Services,-0.007086614173228423,0.022047244094488105,1.1349856932951823,1.0976186420468095,0.023119865375439808
BA US,27/Jan/2010,21/Apr/2010,31/Mar/2010,27/Jan/2010,44998.2836,214.60984559999997,Industrial Goods & Services,Aerospace & Defense,0.002358490566037652,-0.03301886792452846,1.4155583837098316,1.1161808006113594,0.016624043974703216
BA US,21/Apr/2010,28/Jul/2010,30/Jun/2010,21/Apr/2010,56290.1468,340.71777510000004,Industrial Goods & Services,Aerospace & Defense,0.004407443682664214,0.03330068560235078,1.9307499830932575,1.0486339754816112,0.010973746840321125
BA US,28/Jul/2010,20/Oct/2010,30/Sep/2010,28/Jul/2010,49256.7916,298.0692728,Industrial Goods & Services,Aerospace & Defense,-0.00022660321776579728,0.02651257647858607,1.6403689126475944,0.9789070333763071,0.021492612794284358
BA US,20/Oct/2010,26/Jan/2011,31/Dec/2010,20/Oct/2010,52348.3049,237.2570642,Industrial Goods & Services,Aerospace & Defense,-0.004797208896642036,-0.0065416484954209375,1.2668916422395742,1.1335938715196767,0.01403659014828254
BAC US,20/Jan/2010,16/Apr/2010,31/Mar/2010,20/Jan/2010,142642.5259,2337.8401,Banks,Banks,0.02020202020202011,-0.010101010101010055,2.6459047619047618,1.0971132387877045,0.018456300268529378
BAC US,16/Apr/2010,16/Jul/2010,30/Jun/2010,16/Apr/2010,184689.138,2140.864396,Banks,Banks,0.01814882032667886,0.22776769509981865,2.129221534218425,1.0810337164264399,0.011829804594716465
BAC US,16/Jul/2010,19/Oct/2010,30/Sep/2010,16/Jul/2010,140260.5755,1694.828535,Banks,Banks,-0.0020477815699659896,-0.0976109215017067,1.2939885293492883,0.8848700410396717,0.022056736073754413
BAC US,19/Oct/2010,21/Jan/2011,31/Dec/2010,19/Oct/2010,118399.3678,1763.423927,Banks,Banks,-0.000732600732600619,0.04029304029304015,0.8229218581958397,0.8708492377817977,0.021935691709070927
BAP US,05/Feb/2010,07/May/2010,31/Mar/2010,05/Feb/2010,6065.0643,10.79664128,Banks,Banks,0.0005260389268804122,0.026301946344029492,2.010536101642392,0.9471331689272504,0.013370811387696647
BAP US,07/May/2010,13/Aug/2010,30/Jun/2010,07/May/2010,6430.2514,12.84040269,Banks,Banks,0.0021913441904477526,0.02639573683948404,1.6495020780992111,0.8943961279792287,0.014502567035159477
BAP US,13/Aug/2010,11/Nov/2010,30/Sep/2010,13/Aug/2010,7777.3083,24.01757265,Banks,Banks,0.009872080088987767,0.03800519095291066,1.404586671556219,1.0138242052320936,0.01702710977133014
BAP US,11/Nov/2010,04/Feb/2011,31/Dec/2010,11/Nov/2010,9964.6039,28.81322583,Banks,Banks,0.0027059530968129852,0.018512155313117562,1.6841548847911805,1.015040919933461,0.012290828738956648
BARE US,25/Feb/2010,,31/Mar/2010,25/Feb/2010,1672.9217,77.96398847,Personal & Household Goods,Personal Goods,0.010204081632652962,-0.04693877551020398,5.731012658227848,1.0049696300386526,0.07658245059459236
BAX US,28/Jan/2010,22/Apr/2010,31/Mar/2010,28/Jan/2010,35086.5577,86.01908334,Health Care,Health Care Equipment & Services,0.0023201856148493682,0.0023201856148493682,1.0292387543252595,0.9839188659158402,0.00904613519832241
BAX US,22/Apr/2010,22/Jul/2010,30/Jun/2010,22/Apr/2010,30814.3883,85.25288177,Health Care,Health Care Equipment & Services,-0.029398359161349252,-0.0765724703737467,1.2665966582656587,0.8568801795262012,0.006898756684482569
BAX US,22/Jul/2010,21/Oct/2010,30/Sep/2010,22/Jul/2010,25796.5871,99.64407241,Health Care,Health Care Equipment & Services,0.000488878024932804,0.0068442923490588115,0.792142997125686,1.0210083600490676,0.012485522478089168
BAX US,21/Oct/2010,27/Jan/2011,31/Dec/2010,21/Oct/2010,29843.7663,79.95491472,Health Care,Health Care Equipment & Services,0.0023986567522187308,0.010554089709762682,0.8503310563965258,1.116527644076879,0.010369519589153022
BBBB US,04/Feb/2010,06/May/2010,31/Mar/2010,04/Feb/2010,1323.6702,14.192178,Technology,Software & Computer Services,0.01098901098901095,0.027472527472527597,1.5808569454042847,0.8504918032786885,0.014366807708891975
BBBB US,06/May/2010,10/Aug/2010,30/Jun/2010,06/May/2010,1370.8794,11.69469009,Technology,Software & Computer Services,0.035867237687366105,0.051391862955032064,1.4158940397350992,0.9398971000935453,0.018769974019798023
BBBB US,10/Aug/2010,04/Nov/2010,30/Sep/2010,10/Aug/2010,1276.4535,9.644516068,Technology,Software & Computer Services,-0.04956566172713328,-0.03014818599897784,1.044826614040034,0.9846195358877496,0.018807091145291385
BBBB US,04/Nov/2010,04/Feb/2011,31/Dec/2010,04/Nov/2010,1442.0398,10.90454032,Technology,Software & Computer Services,-0.03299492385786795,-0.02385786802030454,0.871078431372549,1.208778840742825,0.012622160141370842
BBBY US,08/Apr/2010,24/Jun/2010,30/Jun/2010,08/Apr/2010,11703.7404,84.91169129,Retail,General Retailers,0.06095163193079034,0.0888714117184426,1.33974788380732,1.1158914141414142,0.009830219913749563
BBBY US,24/Jun/2010,23/Sep/2010,30/Jun/2010,24/Jun/2010,10914.7765,141.6825013,Retail,General Retailers,0.005328596802842034,0.01349911190053299,1.4018718199907123,0.899308930704465,0.02653288612443576
BBBY US,23/Sep/2010,23/Dec/2010,30/Sep/2010,23/Sep/2010,11096.398000000001,101.24490440000001,Retail,General Retailers,0.018745739604635325,0.03646898432174539,1.0407586948071248,1.1331606815260735,0.018420243809457577
BBBY US,23/Dec/2010,07/Apr/2011,31/Dec/2010,23/Dec/2010,12351.8123,79.89208747,Retail,General Retailers,0.030341743851804548,0.05397636537847328,1.0939938387413126,1.1602605482328465,0.013165415178233568
BBT US,22/Jan/2010,22/Apr/2010,31/Mar/2010,22/Jan/2010,19356.4187,102.138767,Banks,Banks,-0.00666666666666671,0.06666666666666665,1.3587474610697359,1.0997224533726648,0.013886682011640068
BBT US,22/Apr/2010,22/Jul/2010,30/Jun/2010,22/Apr/2010,23758.7821,155.7451209,Banks,Banks,0.009090909090909038,0.06079545454545454,1.3917084939408224,1.077949404619578,0.011742497585325369
BBT US,22/Jul/2010,21/Oct/2010,30/Sep/2010,22/Jul/2010,17554.9686,160.9055695,Banks,Banks,-0.05864661654135339,-0.14035087719298245,1.4221753240777664,0.8659238361459088,0.022162513378085443
BBT US,21/Oct/2010,21/Jan/2011,31/Dec/2010,21/Oct/2010,15674.6466,121.01405859999998,Banks,Banks,-0.022383883603805277,-0.07106883044208168,0.9228820230246975,0.9612868832795798,0.017484796587337606
BBY US,25/Mar/2010,15/Jun/2010,31/Mar/2010,25/Mar/2010,17833.2457,181.4240881,Retail,General Retailers,0.03343195266272203,0.06331360946745557,0.9755813595132024,1.1666690066690066,0.011364383474633168
BBY US,15/Jun/2010,14/Sep/2010,30/Jun/2010,15/Jun/2010,16268.4567,263.3539798,Retail,General Retailers,-0.01642485628250756,-0.02463728442376123,1.2369224867361046,0.8817744800002341,0.025191681888874013
BBY US,14/Sep/2010,14/Dec/2010,30/Sep/2010,14/Sep/2010,15313.8386,148.3187599,Retail,General Retailers,0.025871766029246457,0.063273340832396,0.8796301263310357,1.0987147528986667,0.017816768288058487
BBY US,14/Dec/2010,24/Mar/2011,31/Dec/2010,14/Dec/2010,14131.3124,168.2800991,Retail,General Retailers,-0.023003360041354393,-0.07728095115016798,1.0909190156990327,0.8000005718517417,0.014826764625925224
BC US,28/Jan/2010,29/Apr/2010,31/Mar/2010,28/Jan/2010,990.7114,7.31985112,Personal & Household Goods,Leisure Goods,0.024691358024691246,0.08641975308641969,4.486332046332047,0.9045061792144308,0.027174587568295237
BC US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,2006.8215,18.49889857,Personal & Household Goods,Leisure Goods,-0.21221146686522718,-0.6589724497393895,2.56641646284895,1.3963062767006245,0.027940447622458165
BC US,29/Jul/2010,28/Oct/2010,30/Sep/2010,29/Jul/2010,1475.7551,22.32975723,Personal & Household Goods,Leisure Goods,-0.43877551020408156,-0.9421768707482994,1.9389502308416382,1.202747896310452,0.04908752802018098
BC US,28/Oct/2010,27/Jan/2011,31/Dec/2010,28/Oct/2010,1434.1472,11.03210754,Personal & Household Goods,Leisure Goods,-0.09545454545454557,0.19090909090909092,1.5734250698774457,1.0909077832597345,0.029383432952323357
BCO US,03/Feb/2010,29/Apr/2010,31/Mar/2010,03/Feb/2010,1136.6014,6.716865639,Industrial Goods & Services,Support Services,0.011494252873563315,-0.051724137931034475,0.8330119552641728,1.0300925925925926,0.014405762741190315
BCO US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,1281.1162,6.897699857999999,Industrial Goods & Services,Support Services,-0.0012077294685989282,-0.05736714975845414,1.0575290157262724,0.9442464842265298,0.012269260634796678
BCO US,29/Jul/2010,28/Oct/2010,30/Sep/2010,29/Jul/2010,1044.1655,10.24518983,Industrial Goods & Services,Support Services,0.03766233766233773,0.04675324675324655,0.7402801451987313,1.1038574999437027,0.021018818116505904
BCO US,28/Oct/2010,03/Feb/2011,31/Dec/2010,28/Oct/2010,1099.8072,5.454394376000001,Industrial Goods & Services,Support Services,0.0030376670716889542,-0.01397326852976899,0.9739654111891514,1.032145147629748,0.014724316561165565
BCR US,29/Jan/2010,23/Apr/2010,31/Mar/2010,29/Jan/2010,7771.1642,64.85257797,Health Care,Health Care Equipment & Services,0.00899280575539585,0.017985611510791477,0.9252416173570019,1.0513539296201748,0.016275397672775256
BCR US,23/Apr/2010,23/Jul/2010,30/Jun/2010,23/Apr/2010,8195.3312,39.52767378,Health Care,Health Care Equipment & Services,0.0013920306246735237,0.009396206716547617,1.2088473371367126,1.0108213288527588,0.008933039510791087
BCR US,23/Jul/2010,22/Oct/2010,30/Sep/2010,23/Jul/2010,7355.7606,47.69352369,Health Care,Health Care Equipment & Services,-0.002550586634926022,0.006121407923822542,1.1426569810720817,0.9787462014280162,0.010208522754430424
BCSI US,24/Feb/2010,28/May/2010,31/Mar/2010,24/Feb/2010,1157.6761,11.19738679,Technology,Technology Hardware & Equipment,0.05161290322580636,0.07935483870967741,3.0496828752642706,1.0048526863084921,0.02805795266188707
BCSI US,28/May/2010,20/Aug/2010,30/Jun/2010,28/May/2010,1200.0929,23.60430109,Technology,Technology Hardware & Equipment,-0.06609195402298851,-0.05747126436781613,2.1911860012961766,0.6350192250813368,0.033965590728392434
BCSI US,20/Aug/2010,19/Nov/2010,30/Sep/2010,20/Aug/2010,807.7495,14.33415984,Technology,Technology Hardware & Equipment,-0.028143712574850155,-0.022754491017964118,1.2174667437825333,0.831353919239905,0.033466818368459925
BCSI US,19/Nov/2010,18/Feb/2011,31/Dec/2010,19/Nov/2010,1157.8095,18.52578998,Technology,Technology Hardware & Equipment,-0.0440821256038646,-0.04166666666666663,0.9191570881226052,1.1096290120883703,0.019157659980122022
BDC US,04/Feb/2010,29/Apr/2010,31/Mar/2010,04/Feb/2010,1035.3454,4.922590696,Industrial Goods & Services,Electronic & Electrical Equipment,0.00591715976331364,-0.08284023668639051,1.5293720459149223,0.9448123620309051,0.02547341461166987
BDC US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,1389.744,4.968913655,Industrial Goods & Services,Electronic & Electrical Equipment,0.016796640671865815,0.07078584283143385,1.7009080627341253,1.1058706414119672,0.018071064696641093
BDC US,29/Jul/2010,28/Oct/2010,30/Sep/2010,29/Jul/2010,1111.8291,5.39044725,Industrial Goods & Services,Electronic & Electrical Equipment,0.0010655301012254537,0.04635055940330335,1.3831635318704285,0.988358966214389,0.031433060706935315
BDC US,28/Oct/2010,03/Feb/2011,31/Dec/2010,28/Oct/2010,1300.9082,4.131881078999999,Industrial Goods & Services,Electronic & Electrical Equipment,-0.0009737098344694273,0.02872444011684494,1.1562105263157896,1.0558505431164782,0.023222207350763233
BDK US,03/Feb/2010,,31/Mar/2010,03/Feb/2010,4293.8679,48.12515468,Industrial Goods & Services,Industrial Engineering,0.07744107744107742,0.20538720538720523,2.304843304843305,1.0996600741656366,0.01632467389713322
BDX US,29/Apr/2010,29/Jul/2010,30/Jun/2010,29/Apr/2010,18054.566000000003,73.91023518,Health Care,Health Care Equipment & Services,0.0003687995574406244,0.006638392033929685,1.3163474491887777,0.9696241582866126,0.0073797922607340815
BDX US,29/Jul/2010,04/Nov/2010,30/Sep/2010,29/Jul/2010,15759.2031,93.47277378,Health Care,Health Care Equipment & Services,0.002064177143929369,0.006192531431788328,1.0825929101822627,0.9765748761333378,0.011509432773696635
BDX US,04/Nov/2010,08/Feb/2011,31/Dec/2010,04/Nov/2010,17536.3016,55.89959449999999,Health Care,Health Care Equipment & Services,0.012085698590001748,0.026918146859549408,1.065553151884087,1.062165564998426,0.0070473574249822245
BEAM US,07/May/2010,30/Jul/2010,30/Jun/2010,07/May/2010,7165.3018,39.47605081,Food & Beverage,Beverages,0.006213211249182393,0.03564421190320455,1.2667821854669445,0.9464772761675672,0.014272404250479561
BEAM US,30/Jul/2010,28/Oct/2010,30/Sep/2010,30/Jul/2010,6683.9593,39.05554709,Food & Beverage,Beverages,0.000310269934843177,0.022029165373875115,1.000276363735619,1.098644827456826,0.01756753894889048
BEAM US,28/Oct/2010,04/Feb/2011,31/Dec/2010,28/Oct/2010,8297.4334,47.27793817,Food & Beverage,Beverages,-0.0017662643508977727,-0.02384456873712082,1.2897532264926959,1.1035457249520293,0.020089108789539976
BEAV US,27/Apr/2010,27/Jul/2010,30/Jun/2010,27/Apr/2010,3006.1136,14.46569266,Industrial Goods & Services,Aerospace & Defense,0.01132787916928879,0.056639395846444396,2.8825876945518596,0.9819734662408279,0.013907935117073144
BEAV US,27/Jul/2010,26/Oct/2010,30/Sep/2010,27/Jul/2010,2993.7691,14.21718487,Industrial Goods & Services,Aerospace & Defense,0.010801591813530464,0.04093234792495726,1.7364528344121322,1.1003013229204153,0.027457609327873535
BEAV US,26/Oct/2010,03/Feb/2011,31/Dec/2010,26/Oct/2010,3526.1396,17.13629116,Industrial Goods & Services,Aerospace & Defense,0.026997245179063434,0.050137741046831996,1.6716240660637043,1.1951286068493088,0.021768310001363176
BEBE US,07/May/2010,,30/Jun/2010,07/May/2010,650.5638,6.066006529,Retail,General Retailers,0.11195445920303593,0.29696394686907013,1.0531209368890717,0.7819711154139947,0.027985673062431597
BEC US,12/Feb/2010,29/Apr/2010,31/Mar/2010,12/Feb/2010,4419.7876,23.34298757,Health Care,Health Care Equipment & Services,0.004385964912280826,0.012500000000000178,1.3249355286649476,0.9609222937565504,0.01123799728390056
BEC US,29/Apr/2010,23/Jul/2010,30/Jun/2010,29/Apr/2010,4095.3407,50.48636301,Health Care,Health Care Equipment & Services,0.0011020498126514955,0.004408199250605982,1.1993530865704434,0.9938762594138001,0.015182857959364554
BEC US,23/Jul/2010,28/Oct/2010,30/Sep/2010,23/Jul/2010,4199.1398,31.46731014,Health Care,Health Care Equipment & Services,-0.08515236654419689,-0.10590015128593044,1.0236602604444014,0.7904340791209311,0.011605719758091358
BEC US,28/Oct/2010,24/Feb/2011,31/Dec/2010,28/Oct/2010,3545.3133,34.48626728,Health Care,Health Care Equipment & Services,0.00819672131147553,0.004222553402881468,0.7365946405475019,1.1512817977837193,0.014851210016074309
BECN US,03/Feb/2010,07/May/2010,31/Mar/2010,03/Feb/2010,746.8889999999999,3.93564733,Construction & Materials,Construction & Materials,-0.0092592592592593,0.0277777777777779,1.3445378151260503,1.03125,0.016914706973329332
BECN US,07/May/2010,05/Aug/2010,30/Jun/2010,07/May/2010,903.6748,7.77383798,Construction & Materials,Construction & Materials,0.014297729184188368,0.04878048780487809,1.314680710994075,0.9974962443665499,0.021905403174187765
BECN US,05/Aug/2010,29/Nov/2010,30/Sep/2010,05/Aug/2010,679.1872,8.686699121,Construction & Materials,Construction & Materials,-0.08171206225680938,-0.19610894941634238,1.0569818409517846,0.8815165876777252,0.021032738129183264
BECN US,29/Nov/2010,09/Feb/2011,31/Dec/2010,29/Nov/2010,781.4304,4.069387802,Construction & Materials,Construction & Materials,-0.03513770180436837,-0.036087369420702786,0.8974358974358975,1.164625850340136,0.01165012529151386
BEL US,24/Feb/2010,06/May/2010,31/Mar/2010,24/Feb/2010,1034.2377,10.40598901,Travel & Leisure,Travel & Leisure,0.22222222222222232,0.7111111111111112,2.8523316062176165,1.0299727520435968,0.02624640877790528
BEL US,06/May/2010,04/Aug/2010,30/Jun/2010,06/May/2010,1162.0445,10.49350577,Travel & Leisure,Travel & Leisure,-0.13953488372093026,-0.3643410852713179,2.102097902097902,0.8223552894211577,0.027330062136327958
BEL US,04/Aug/2010,02/Nov/2010,30/Sep/2010,04/Aug/2010,835.3343,8.416851332,Travel & Leisure,Travel & Leisure,-0.4605263157894738,-0.4736842105263158,0.762987012987013,1.547517730496454,0.04256944800380754
BEL US,02/Nov/2010,25/Feb/2011,31/Dec/2010,02/Nov/2010,1132.3308,6.742104681,Travel & Leisure,Travel & Leisure,-0.34883720930232565,-0.04651162790697683,1.252808988764045,1.0170403587443946,0.028986906760975133
BEN US,28/Jan/2010,28/Apr/2010,31/Mar/2010,28/Jan/2010,22895.7267,89.49107272,Financial Services,Financial Services,0.004629629629629539,0.0277777777777779,2.275891666666667,0.9472477820048553,0.017731519538086372
BEN US,28/Apr/2010,29/Jul/2010,30/Jun/2010,28/Apr/2010,26062.8043,102.2162235,Financial Services,Financial Services,0.0004235493434987525,0.012282930961457161,1.9010756831817366,1.031244648392858,0.01537337802074754
BEN US,29/Jul/2010,28/Oct/2010,30/Sep/2010,29/Jul/2010,22692.9688,106.72724699999999,Financial Services,Financial Services,0.010475774770842383,0.046704495853339134,1.0527963639813682,1.1094808756066892,0.021110663929064463
BEN US,28/Oct/2010,27/Jan/2011,31/Dec/2010,28/Oct/2010,25842.572,83.77353955,Financial Services,Financial Services,0.0019076688286912002,0.02632582983594034,1.0631453048934267,1.0709898175204782,0.0156973459080426
BEXP US,25/Feb/2010,30/Apr/2010,31/Mar/2010,25/Feb/2010,1553.5422,36.30543675,Oil & Gas,Oil & Gas Producers,0.02499999999999991,0.09749999999999992,10.338345864661653,1.1905454545454546,0.03415872499895863
BEXP US,30/Apr/2010,04/Aug/2010,30/Jun/2010,30/Apr/2010,1942.4405,47.13722805,Oil & Gas,Oil & Gas Producers,0.0348360655737705,0.30122950819672134,4.8545454545454545,1.2178526841448192,0.03230650221815204
BEXP US,04/Aug/2010,02/Nov/2010,30/Sep/2010,04/Aug/2010,2091.5804,42.38745654,Oil & Gas,Oil & Gas Producers,0.009497964721845387,0.10040705563093621,2.764485981308411,1.2217714672075728,0.03232122120999156
BEXP US,02/Nov/2010,25/Feb/2011,31/Dec/2010,02/Nov/2010,2470.9743,50.06887554,Oil & Gas,Oil & Gas Producers,0.023622047244094446,0.12598425196850394,1.8011527377521614,1.1290666666666667,0.02743740148688367
BEZ US,05/Feb/2010,29/Apr/2010,31/Mar/2010,05/Feb/2010,1177.8736,6.464343681,Industrial Goods & Services,Industrial Engineering,-0.02684563758389269,0.020134228187919545,2.172794117647059,0.9404399323181049,0.023155137238648496
BEZ US,29/Apr/2010,30/Jul/2010,30/Jun/2010,29/Apr/2010,1854.4999,10.55328777,Industrial Goods & Services,Industrial Engineering,0.03325272067714624,0.11366384522369999,1.64081608995537,1.0851699785607731,0.014802185326546171
