Europe,Date,Revision,Market cap,Volume
BKG LN,20/06/2018,0.051003344,6891.8993,28.05028635
BKIA SM,26/07/2018,0.025390625,11585.5352,23.91459219
BKT SM,26/07/2018,-0.007416258,8516.7759,23.61011812
BME LN,30/05/2018,-0.009433962,5185.4594,15.70677655
BME SM,27/07/2018,-0.043628022,2700.1688,5.318285182
BMED IM,31/07/2018,0.026200386,5324.4527,5.553464112
BMPS IM,03/08/2018,0.039047619,3212.8642,4.087394392
BMW GR,02/08/2018,0.003225099,61542.1574,190.8597484
BN FP,16/02/2018,-0.008982827,54646.8737,145.9129504
BNP FP,01/08/2018,0.002650324,80802.4615,232.9687185
BNR GR,08/08/2018,0.006718881,9308.2573,13.94717594
BNZL LN,26/02/2018,0.004854369,9265.9961,34.1260379
BOKA NA,08/03/2018,-0.130048465,4415.7442,18.99728939
BOL FP,23/03/2018,0.011560694,15642.8053,9.367919215
BOL SS,20/07/2018,-0.011049691,7996.555,41.4993008
BOO LN,25/04/2018,0.085714286,2880.6917,21.64536876
BOSN SW,07/03/2018,-0.010322011,1598.2681,3.396810645
BOSS GR,02/08/2018,0.00376415,5832.0644,20.14326399
BP/ LN,31/07/2018,0.019576495,150385.8885,201.1315769
BPE IM,08/08/2018,-0.020672552,2577.8714,23.13092864
BPOST BB,09/08/2018,-0.008951214,3105.1557,8.212076394
BRBY LN,16/05/2018,0.041168659,10546.6088,46.40137709
BRE IM,26/07/2018,-0.005222744,4576.0789,9.464971853
BT/A LN,10/05/2018,-0.053571429,29606.5013,60.83875727
BTG LN,15/05/2018,0.042154567,3085.1353,6.856520494
BUCN SW,06/03/2018,0.016118471,4612.0094,9.915784903
BUR LN,14/03/2018,0.299212598,4155.3622,7.461257935
BVI FP,01/03/2018,-0.001023541,11497.1095,22.78995435
BVIC LN,23/05/2018,0.018218976,2875.9952,5.759658089
BVS LN,01/03/2018,0.012008734,1976.4082,6.525759318
BWO NO,31/08/2018,-0.179827962,1318.8324,4.29737272
BWY LN,20/03/2018,0.004550823,5435.6416,20.58596801
BZU IM,10/05/2018,-0.013044676,5066.859,24.06933977
CA FP,01/03/2018,-0.047244094,17922.9884,93.26264211
CABK SM,27/07/2018,0.015243393,26930.3457,83.33812702
CAI AV,23/08/2018,0.079067844,3630.2479,3.678203314
CAP FP,15/02/2018,-0.015134439,21927.3705,67.60363932
CAPC LN,21/02/2018,0.4,3227.9716,8.058107379
CARLB DC,07/02/2018,-0.021052931,17820.484,33.08456374
CAST SS,13/07/2018,0.036394188,4640.8808,11.86999937
CBG LN,13/03/2018,0.013662807,3224.0289,7.767484382
CBK GR,07/08/2018,-0.031518225,12785.0634,90.56334692
CCH LN,14/02/2018,0.021771772,12034.5299,17.5867632
CCL LN,27/09/2018,-0.004952256,44279.5507,40.94804963
CEC GR,14/08/2018,-0.043251188,2590.3843,9.642319886
CERV IM,31/07/2018,-0.014556366,2192.8962,3.083062093
CEY LN,02/08/2018,-0.083683473,1716.5277,8.548266121
CFR SW,18/05/2018,-0.024956971,54043.7086,124.8439858
CGCBV FH,19/07/2018,-0.033384848,3149.978,6.447062501
CGG FP,02/08/2018,0.107155895,1901.618,11.03031922
CHR DC,28/06/2018,0.009610292,11887.0967,22.70835137
CIE SM,25/07/2018,-0.019323174,3932.2025,18.79126464
CINE LN,15/03/2018,0.03125,4697.5675,15.8748836
CLN SW,25/07/2018,-0.019794603,7715.6324,29.75640729
CLNX SM,27/07/2018,0.126512753,6371.5722,17.31856402
CMBN SW,22/02/2018,0.002173913,2848.6504,8.033211567
CNA LN,22/02/2018,-0.014492754,11113.5604,37.7134582
CNE LN,13/03/2018,-0.223880597,1577.5277,3.593929297
CNP FP,30/07/2018,-0.003190476,16072.7553,8.377764318
CO FP,08/03/2018,-0.090704407,5835.9437,26.92658441
COB LN,01/03/2018,-0.058823529,4100.1382,13.71833185
COK GR,13/08/2018,-0.199433517,1705.755,6.852422213
COLOB DC,08/08/2018,0.002074902,21731.0313,30.1998499
COLR BB,20/06/2018,0.025547445,7833.8752,19.09123949
CON GR,02/08/2018,-0.093889696,43581.4897,128.5447611
CPG LN,09/05/2018,0.00496402,32377.8587,62.93686796
CPI LN,23/04/2018,0.055555556,1682.5724,11.4929798
CPR IM,01/08/2018,0.002325581,9961.8584,15.73176382
CRDA LN,27/02/2018,0.030107527,8324.2853,23.34246913
CRH ID,01/03/2018,-0.027916251,28173.4452,61.11616119
CRST LN,24/01/2018,-0.034626039,1900.7646,3.630572598
CS FP,22/02/2018,-0.01930932,76604.2919,201.9891627
CSGN SW,31/07/2018,0.015054735,41248.4915,127.649757
CTEC LN,15/02/2018,-0.011235955,5817.6102,15.33759872
CYBG LN,15/05/2018,-0.023701835,3649.4712,7.986634233
DAE SW,06/02/2018,0.049558806,3550.5067,3.353282634
DAI GR,26/07/2018,-0.028728705,73879.3612,335.556623
DANSKE DC,18/07/2018,-0.044679655,24836.6261,83.91884804
DB1 GR,26/07/2018,-0.003658329,26361.0797,69.13015765
DBK GR,26/07/2018,-0.063785038,24987.4955,211.1105892
DC/ LN,21/06/2018,-0.037735849,2995.447,13.1514899
DCC LN,15/05/2018,-0.002701243,8720.1152,26.75397936
DEC FP,08/03/2018,-0.024871355,7860.2248,7.656702217
DEQ GR,15/08/2018,0.026070689,2085.4306,5.966742889
DFDS DC,16/08/2018,0.024256623,3127.3034,6.730051015
DG FP,08/02/2018,0.005533295,60732.5261,131.6533452
DGE LN,25/01/2018,-0.006441813,89768.5058,126.1832002
DHER GR,26/04/2018,-0.147601476,8882.4168,16.29561851
DIA IM,02/08/2018,-0.019997144,5524.026,7.832275013
DIM FP,24/07/2018,0.037192257,10472.3563,5.171091962
DKSH SW,05/02/2018,-0.028799544,5837.189,8.120534239
DLG GR,02/08/2018,-0.055809241,1382.3969,11.78177471
DLG LN,27/02/2018,-0.01875,7426.5395,21.69808615
DMGT LN,24/05/2018,-0.011474359,3297.8369,7.682316341
DNB NO,12/07/2018,-0.002539245,31363.6254,44.52990466
DNO NO,16/08/2018,0.033497133,2368.7627,11.64207448
DOKA SW,06/03/2018,-0.030794672,3433.3794,12.08381885
DOM LN,08/03/2018,0.01875,2169.9677,9.311202914
DOM SS,18/07/2018,0.008336239,2857.1395,11.76517379
DPH LN,26/02/2018,0.014148124,3397.1003,6.567724341
DPW GR,07/08/2018,0.002587558,43936.0801,133.8410649
DRI GR,13/08/2018,-0.005659996,9627.1896,12.4119213
DSM NA,01/08/2018,0.0116108,19242.3201,75.12039761
DSV DC,01/08/2018,0.026688354,16779.4062,30.23954541
DSY FP,25/07/2018,0.01562962,38206.1475,42.88899571
DTE GR,09/08/2018,-0.015370023,78662.779,172.439595
DUE GR,09/08/2018,-0.020191041,3295.046,13.49950036
DUFN SW,03/08/2018,-0.060709654,6582.7275,31.5575351
DWNI GR,14/08/2018,-0.158116971,16872.5648,27.60603334
EBS AV,31/07/2018,0.01531236,18593.8701,24.02714318
ECM LN,24/05/2018,0.056962025,4323.4239,6.888972137
EDEN FP,20/02/2018,0.03196347,7968.8979,19.18575187
EDF FP,16/02/2018,0.029363785,38605.4821,37.78223421
EDP PL,26/07/2018,0.002462372,14747.0557,18.33625961
EKTAB SS,30/08/2018,0.02375136,4875.745,14.37196772
EL FP,01/03/2018,-0.03039807,30265.4702,83.54170037
ELE SM,24/07/2018,0.007706876,23957.4789,112.8587612
ELIOR FP,29/05/2018,-0.058769459,2972.0966,10.54241099
ELIS FP,07/03/2018,-0.007587253,5631.2486,12.00304052
ELISA FH,13/07/2018,0.001231015,7345.0459,16.81775889
ELUXB SS,18/07/2018,0.000570601,7219.6883,39.59495427
EMG LN,28/02/2018,-0.045918367,3862.4066,17.37167763
EMMN SW,05/03/2018,0.062372159,4282.6936,4.497921795
EN FP,30/08/2018,0.012575993,16650.3292,23.6752219
ENC SM,24/07/2018,0.056272863,2258.4099,7.85072074
ENEL IM,01/08/2018,-0.003566807,56763.4719,139.5633431
ENG SM,17/07/2018,-0.005869785,6780.2435,75.24758368
ENGI FP,08/03/2018,0.009920635,39390.3625,120.4807779
ENI IM,27/07/2018,0.005295868,68635.0788,186.3520249
ENX FP,03/08/2018,0.004432446,4326.0945,5.403456629
EO FP,16/02/2018,0.020458891,11828.7858,39.28974553
EOAN GR,08/08/2018,0.005495172,24018.5122,117.8189721
EPIA SS,19/07/2018,0.028370123,13323.377,58.08117755
EQNR NO,26/07/2018,0.024297158,86051.9714,75.57666463
ERA FP,21/02/2018,0.063318258,3725.1367,14.38178744
ERF FP,06/03/2018,-0.044390937,10758.1479,15.54109621
ERG IM,03/08/2018,0.070248679,3208.7901,5.855714514
ERICB SS,18/07/2018,0.051316567,27609.9085,58.87140108
ESSITYB SS,19/07/2018,-0.018723343,17627.8468,33.78287092
ETL FP,16/02/2018,-0.000662463,5510.9914,19.69123208
EUCAR FP,26/07/2018,-0.021920522,1585.413,4.235675987
EURN BB,09/08/2018,0.07239819,1884.2338,3.252534849
EVD GR,23/08/2018,0.04267402,4042.2163,3.616549532
EVK GR,02/08/2018,0.024484889,17430.3563,22.56256943
EVO SS,18/07/2018,0.050262452,2684.1747,5.829537872
EVR LN,01/03/2018,0.391428571,8815.759,13.67763018
EVT GR,09/08/2018,0.085648297,3274.9453,19.13955155
EXO IM,27/03/2018,0.043998549,16914.3826,34.49064478
EXPN LN,17/05/2018,-0.036723164,22392.668,43.51367056
EZJ LN,15/05/2018,0.063789285,9348.2259,44.52238452
FABG SS,06/07/2018,0.045664505,4542.1399,8.087421526
FBK IM,31/07/2018,0.008402416,7156.9803,20.03244562
FCT IM,27/07/2018,0.025316456,2393.8778,8.539663177
FER SM,26/07/2018,-0.132366306,15093.9222,27.52978311
FERG LN,27/03/2018,0.030510436,19312.3554,40.08074803
FEVR LN,13/03/2018,0.021126761,4182.5686,12.63669087
FGR FP,01/03/2018,-0.008773382,10661.0643,34.68269879
FHZN SW,02/03/2018,0.007766772,6932.4703,14.54825425
FI/N SW,28/02/2018,0.024634771,6010.4234,19.68043279
FIE GR,31/08/2018,-0.006701344,5649.084,6.201126698
FLOW NA,27/07/2018,-0.048436362,1367.098,6.976306628
FLS DC,08/08/2018,-0.028941607,3212.5914,12.93135256
FME GR,31/07/2018,0.028844131,30044.6522,55.47742519
FNAC FP,22/02/2018,-0.044720674,3159.6316,19.95801359
FNTN GR,08/08/2018,-0.001376879,3734.4417,12.70242575
FORN SW,06/03/2018,-0.037729788,2812.6795,3.934373662
FORTUM FH,19/07/2018,-0.008030367,22499.2049,34.80874852
FP FP,26/07/2018,0.037077408,167897.4875,361.7209716
FR FP,23/02/2018,-0.099149554,18228.9213,57.07879171
FRA GR,08/08/2018,0.015456759,8508.7778,11.43490729
FRE GR,31/07/2018,0.002985233,42995.838,92.48897885
FRES LN,27/02/2018,-0.031724138,13061.6246,21.9938282
FXPO LN,21/03/2018,0.084837545,2524.4718,8.431053816
G IM,01/08/2018,0.002528445,27484.8359,65.36752267
G1A GR,30/07/2018,0.00847779,7010.0524,24.06254231
G24 GR,13/08/2018,-0.007490724,5595.4384,10.76103325
GALE SW,13/03/2018,0.018963338,2481.203,5.720575313
GALP PL,30/07/2018,0.062025204,16900.113,27.13360161
GAM SW,01/03/2018,0.017086331,2926.3317,13.0305281
GBF GR,14/08/2018,0.050844946,2115.988,6.397065308
GBLB BB,01/08/2018,0.001575104,17164.4942,16.55311671
GEBN SW,14/08/2018,-0.004021045,16010.1569,35.59448187
GEN DC,09/08/2018,-0.017554778,10138.3145,25.91676696
GET FP,21/02/2018,-0.112318841,7152.7417,13.18423566
GETIB SS,17/07/2018,-0.061192494,2958.462,18.23488137
GFRD LN,14/02/2018,0.001880321,930.4013,5.929318131
GFS LN,08/03/2018,-0.010204082,5536.7321,15.5950513
GIVN SW,26/01/2018,-0.010200156,21830.0456,71.01692495
GJF NO,13/07/2018,-0.001516025,7594.3918,10.71705463
GLB ID,21/02/2018,-0.02301496,4937.5775,10.23379931
GLE FP,02/08/2018,0.013814361,34810.5929,158.9506246
GLEN LN,21/02/2018,0.034013605,81504.8326,210.7499498
GLJ GR,27/07/2018,-0.011070684,5293.159,5.511238738
GLPG NA,03/08/2018,-0.060741806,5496.1284,43.67563993
GN DC,22/08/2018,0.009360549,7457.17,24.16933643
GNC LN,22/05/2018,0.003144654,1563.0623,9.688560608
GNFT FP,14/03/2018,-0.945945946,992.4911,6.645345302
GNK LN,28/06/2018,-0.00955414,2358.4051,8.81624246
GOGL NO,17/08/2018,0.125461887,1300.5633,4.992419395
GRF SM,27/07/2018,-0.005642973,18482.3067,34.4226314
GRG LN,27/02/2018,-0.004451039,1819.7752,3.736439032
GRI LN,17/05/2018,0.021276596,1815.7859,3.16507888
GSF NO,22/08/2018,-0.037198605,1168.7983,4.229578461
GSK LN,25/07/2018,0.009821895,100606.4523,155.3841578
GTO NA,02/03/2018,-0.072380952,5537.5442,29.00489064
GTT FP,19/02/2018,0.033974359,2597.0731,4.201256604
GVC LN,09/03/2018,0.013536379,3978.6897,19.40565786
GXI GR,12/07/2018,-0.008022801,2769.4517,9.114077012
GYC GR,17/08/2018,0.025060505,4388.482,5.342529484
HAS LN,22/02/2018,0.004098361,3957.0019,8.008906309
HEI GR,31/07/2018,-0.028938308,16837.8703,58.42615696
HEIA NA,18/04/2018,0.002007762,63045.3638,73.11390907
HEIO NA,12/02/2018,0.013020833,27736.5792,9.865450148
HELN SW,05/03/2018,0.005191193,5982.9521,12.52772117
HEMF SS,19/07/2018,0.031590298,2096.2512,3.770597084
HEN GR,16/08/2018,-0.002415984,49315.9509,8.135636422
HER IM,30/07/2018,0.022988506,4893.3826,5.230050685
HEXAB SS,31/07/2018,0.007856931,21994.1976,40.75325105
HIK LN,14/03/2018,0.047835991,3124.4563,6.776057738
HL/ LN,06/02/2018,0.00074885,11595.0439,20.3021876
HLE GR,10/08/2018,0.052711223,6331.9112,9.901482216
HLMA LN,12/06/2018,0.006198347,7241.4612,16.29448799
HMB SS,28/06/2018,-0.033554942,25189.4315,105.8079621
HNR1 GR,09/08/2018,-0.004093473,16153.4595,16.82837552
HNSA SS,19/07/2018,-0.148978469,972.3714,3.120849221
HO FP,06/03/2018,-0.001691094,25129.8461,35.4505482
HOLMB SS,15/08/2018,0.053059538,3801.112,3.507406693
HOT GR,24/07/2018,0.045134058,11778.0728,10.80843684
HPOLB SS,18/07/2018,0.008426765,3501.0765,6.352890846
HSBA LN,06/08/2018,0.002227688,182749.9089,204.2652603
HSV LN,22/05/2018,0.051136364,3769.9697,4.949586889
HSX LN,26/02/2018,-0.019784173,5478.5273,8.262516162
HUH1V FH,20/07/2018,-0.044971972,3618.7459,11.55923765
HUSQB SS,17/07/2018,-0.065673735,4628.5783,11.14154073
HWDN LN,01/03/2018,0.019607843,4095.1847,12.92511079
IAG LN,03/08/2018,0.006086957,17568.9642,44.08332512
IBE SM,25/07/2018,-0.006184713,47734.4088,179.2289718
ICA SS,16/08/2018,-0.003549037,5937.5985,11.19864155
ICP LN,22/05/2018,0.047256098,4691.236,6.81902167
IDIA SW,24/07/2018,0.016384302,3242.4428,10.00266729
IDR SM,27/07/2018,0.002076124,2156.2306,9.242055922
IFX GR,01/08/2018,0.005491546,29244.7585,160.6722599
IG IM,31/07/2018,0.012944067,4660.6452,10.20218691
IGG LN,23/01/2018,0.045139766,4013.8982,12.26362232
IGY GR,10/08/2018,-0.014812243,23703.7582,20.06811322
IHG LN,20/02/2018,0.001390821,12152.8556,39.48681699
IIA AV,30/08/2018,0.119350584,2920.4187,3.864333153
III LN,17/05/2018,0.000904977,12838.4716,19.73396738
ILD FP,13/03/2018,-0.020178262,12973.3446,22.66227371
IMA IM,08/08/2018,-0.00619469,3311.7233,4.131651809
IMB LN,09/05/2018,0.008007658,35947.5282,86.23702101
IMCD NA,17/08/2018,0.075685204,3861.161,4.583241691
IMI LN,02/03/2018,-0.018181818,4211.1478,11.89921933
INCH LN,27/02/2018,-0.003072197,3926.6366,10.50496951
INDUA SS,05/07/2018,-2.329646018,8850.8267,5.083549092
INDUC SS,05/07/2018,-2.329646018,8850.8267,12.14895177
INDV LN,25/07/2018,-0.089491399,2946.3191,23.81330299
INF LN,28/02/2018,-0.016736402,7898.9858,42.18109799
ING FP,22/02/2018,-0.08655994,5923.6976,31.22079925
INGA NA,02/08/2018,0.004993644,57898.8856,194.0011756
INTRUM SS,24/07/2018,0.016277378,3605.627,8.740372753
INVEA SS,17/07/2018,0.222863472,32236.6934,3.402717699
INVEB SS,17/07/2018,0.222863472,32236.6934,42.63641903
INVP LN,17/05/2018,0.010830325,7572.4153,12.37827451
IP IM,03/08/2018,0.016376863,3342.9819,3.668469957
IPN FP,15/02/2018,0.061441887,12014.743,17.60025162
IRE IM,02/08/2018,0.013022942,3506.8034,3.750272538
ISAT LN,02/08/2018,-0.028466808,3235.4798,31.35213599
ISP IM,01/08/2018,-0.026908746,51324.2324,238.7414127
ITRK LN,06/03/2018,-0.006057547,11405.7709,24.90754686
ITV LN,28/02/2018,-0.018987342,8878.4425,31.63903538
ITX SM,12/09/2018,-0.005357098,96299.102,96.69477768
IWG LN,06/03/2018,-0.044303797,3064.3435,9.856895859
JD/ LN,17/04/2018,0.019305019,5163.1327,6.219031767
JE/ LN,06/03/2018,-0.161702128,7029.6728,28.32533954
JEN GR,09/08/2018,-0.029847128,2284.8241,5.932227165
JM SS,13/07/2018,0.019530098,1351.655,12.79977623
JMAT LN,31/05/2018,0.017921147,9037.6839,22.89292371
JMT PL,26/07/2018,-0.020304492,9767.5061,15.68596747
JUP LN,27/02/2018,-0.02688172,3233.6671,13.26624316
JUST LN,15/03/2018,0.025641026,1792.5555,3.833227622
JUVE IM,01/03/2018,0.22972973,888.336,4.902903514
JYSK DC,21/08/2018,-0.056931741,4903.4642,9.07102233
KAMBI SS,25/07/2018,-0.168616538,666.2467,3.097051864
KAZ LN,22/02/2018,-0.018543956,5128.7361,24.31494737
KBC BB,09/08/2018,-0.003302998,31658.1187,45.75870701
KCO GR,24/07/2018,0.017509131,1176.9323,6.715897171
KCR FH,25/07/2018,-0.017529659,3200.2429,8.305703243
KER FP,13/02/2018,0.005334067,56937.389,99.75245357
KESKOB FH,25/07/2018,-0.027237914,5770.2736,12.5665724
KGF LN,21/03/2018,-0.01532567,9176.5424,39.66917359
KGX GR,26/07/2018,-0.044608068,8324.3025,22.40269253
KIE LN,15/03/2018,-0.007034899,1412.7473,5.641423954
KINVB SS,20/07/2018,-0.015399928,9818.3733,18.61407856
KN FP,03/08/2018,-0.000931099,22074.6783,27.27250798
KNEBV FH,19/07/2018,-0.012182393,28991.3694,39.02694973
KNIN SW,19/07/2018,0.002324456,18573.5691,28.44392343
KOMN SW,20/03/2018,-0.011690904,1197.9476,3.725610629
KORI FP,15/03/2018,0.04704876,2767.9562,11.29994833
KPN NA,26/07/2018,0.000513196,12421.104,39.44276354
KRN GR,26/07/2018,-0.013865353,3876.3044,5.90750382
KSP ID,23/02/2018,-0.012339056,7882.4908,12.79309711
KWS LN,09/04/2018,0.022321429,1413.0268,3.316229229
KYG ID,20/02/2018,-0.039856075,17790.1288,23.148405
LAND SW,05/06/2018,-0.049108911,1975.9287,7.202532272
LDO IM,31/07/2018,-0.002924403,6277.7818,26.08266279
LEG GR,10/08/2018,0.016736037,7079.3548,11.43531867
LEO GR,15/08/2018,-0.05277866,1399.0042,10.43579905
LGEN LN,07/03/2018,0.031496063,21539.2721,55.11338324
LHA GR,31/07/2018,0.024051688,13261.5404,104.4218103
LHN SW,27/07/2018,-0.015857988,30583.6252,119.9785786
LIGHT NA,27/07/2018,0.013929248,3737.2517,22.01178917
LISN SW,06/03/2018,0.000383746,16039.8052,10.68962127
LISP SW,06/03/2018,0.000381269,16039.8052,16.44657985
LLOY LN,01/08/2018,-0.013157895,59485.999,112.9519019
LNA GR,25/07/2018,0.019966197,45531.058,10.14710843
LNZ AV,08/08/2018,-0.032883369,3078.4725,4.17824768
LOG SM,26/07/2018,0.041396887,3294.7042,4.706131314
LOGN SW,31/07/2018,0.026065758,7630.2655,33.59836834
LONN SW,31/01/2018,-0.034459741,20668.9107,82.10907232
LOOMB SS,25/07/2018,-0.057185747,2351.6929,7.150662621
LR FP,31/07/2018,0.007646005,19665.1921,41.44401125
LRE LN,26/07/2018,-0.000304226,1451.347,4.409646803
LSE LN,02/03/2018,-0.007411631,18322.6672,61.468875
LSG NO,22/08/2018,-0.008349768,4218.7503,7.932626425
LUN DC,08/08/2018,-0.014541802,11777.435,17.09433527
LUPE SS,31/07/2018,-0.066785399,11237.3662,19.248003
LUX IM,27/02/2018,0.003484321,30147.9194,28.65906991
LXS GR,02/08/2018,0.025418879,7235.5553,18.73111699
MAERSKA DC,17/08/2018,0.208868964,27182.2878,7.582840101
MAERSKB DC,17/08/2018,0.208868964,27182.2878,42.62527095
MAN GR,20/03/2018,0,17216.4615,11.419757
MAP SM,26/07/2018,-0.000152577,9482.0431,24.22307628
MAS SM,26/07/2018,0.003675138,2274.4907,7.495992776
MB IM,01/08/2018,0.052631579,9081.1049,27.30384778
MC FP,26/01/2018,0.022203796,152110.4363,163.0685218
MDC LN,24/05/2018,-0.012658228,6075.6537,14.10436479
MEL SM,30/07/2018,0.001575721,2944.1347,9.740040852
MELE BB,01/08/2018,0.0039074,3606.1121,5.427808008
MERL LN,01/03/2018,-0.023696682,5209.4239,16.7461229
METSB FH,02/08/2018,-0.032657583,3245.5849,6.033559817
METSO FH,26/07/2018,0.026792883,5520.0549,14.51698888
MF FP,22/03/2018,-0.130166564,7404.3328,9.695285655
MGGT LN,27/02/2018,-0.060693642,4875.6742,15.82028183
MKS LN,23/05/2018,0,6650.8587,32.45084713
ML FP,13/02/2018,-0.008308157,27611.36,79.31125884
MMB FP,09/03/2018,-0.050186866,3886.7269,10.8060477
MNDI LN,02/03/2018,0.002463054,12818.888,34.43217951
MONC IM,27/02/2018,0.020313943,8877.5408,32.22018005
MONY LN,18/04/2018,0.001381215,2270.4194,10.00615576
MOR GR,02/08/2018,-0.259487909,4242.2196,20.08121791
MOWI NO,22/08/2018,-0.026893399,10496.1357,27.59492224
MRK GR,09/08/2018,-0.012323492,45463.7384,45.82724271
MRO LN,20/02/2018,0,6110.6554,40.17492533
MRW LN,14/03/2018,-0.007692308,7087.7803,21.1109328
MS IM,30/07/2018,0,3979.747,11.45903416
MT IM,26/07/2018,-0.023384519,1667.326,3.768308492
MT NA,01/08/2018,0.112857988,33546.9631,150.2640581
MTGB SS,18/07/2018,-0.034310372,2578.0345,8.478517071
MTRO LN,25/07/2018,-0.105936147,3980.4731,6.072122417
MTX GR,26/07/2018,0.045782663,10880.1794,21.84714423
MUV2 GR,08/08/2018,0.019817867,31843.0485,115.0396721
NAS NO,12/07/2018,0.066075297,1364.7876,14.34593859
NCCB SS,18/07/2018,-0.084470811,1678.7395,8.846553279
NDA GR,09/08/2018,-0.005672947,3410.4237,13.67374662
NDX1 GR,14/08/2018,-1.158693032,945.5384,4.602677917
NEM GR,27/07/2018,0.056193968,5619.3892,6.016439615
NESN SW,15/02/2018,-0.004731861,254444.8774,475.5645639
NESTE FH,03/08/2018,0.016434033,21078.5752,31.68852307
NETB SS,13/07/2018,-0.050331778,989.0233,3.992079576
NEX FP,26/07/2018,0.010300024,1502.266,12.71458817
NG/ LN,17/05/2018,-0.006872852,39194.2925,80.57784628
NHY NO,24/07/2018,-0.02054819,11960.8431,29.05468837
NIBEB SS,17/08/2018,0.007942733,5480.7333,5.5867907
NK FP,30/07/2018,-0.049344868,6393.5497,8.884185894
NMC LN,07/03/2018,-0.036642239,9455.0131,16.2362403
NN NA,16/08/2018,0.025813714,14524.8561,33.05706354
NOD NO,12/07/2018,-0.063261602,1133.2404,3.471335746
NOEJ GR,01/08/2018,-0.022093463,1977.819,7.660911253
NOFI NO,15/08/2018,0.03157627,2183.6708,4.501958115
NOKIA FH,26/07/2018,-0.017391304,31684.1585,84.77089248
NOVN SW,18/07/2018,0.003469789,205939.3373,335.0744503
NOVOB DC,08/08/2018,-0.000631374,115716.6744,99.58166773
NRE1V FH,08/08/2018,0.016275012,5926.9926,16.96795202
NTGY SM,26/07/2018,-0.012298233,27193.5227,111.939419
NVG PL,25/07/2018,-0.038424883,4202.4108,5.045350048
NXI FP,21/02/2018,0.042061611,3285.6573,5.672095873
NXT LN,23/03/2018,0.020532877,10119.3707,35.97715833
NZYMB DC,10/08/2018,0.001857211,15243.7009,21.27774093
O2D GR,25/07/2018,0.071428571,13586.7466,12.43494566
OCDO LN,06/02/2018,-1.214285714,3981.1935,19.21547742
OCI NA,31/08/2018,-0.154003754,6766.8354,7.010778168
OERL SW,06/03/2018,0.10326087,6064.4069,19.95908137
OMV AV,02/08/2018,0.011418678,17940.3375,17.91653219
ONCO SS,13/07/2018,-0.253218349,996.1542,3.577450916
OR FP,09/02/2018,-0.007307637,117964.0447,117.7056065
ORA FP,26/07/2018,-0.006531994,44364.6634,98.19303734
ORI SS,07/08/2018,-0.017519224,1785.1091,5.357837938
ORK NO,13/07/2018,-0.037090811,8225.6339,15.45995915
ORNBV FH,18/07/2018,0.022284466,4380.1912,14.44298021
ORP FP,28/03/2018,-0.030327429,8000.8029,11.14088211
ORSTED DC,09/08/2018,0.040444798,26877.3359,20.02122115
OSR GR,01/08/2018,-0.043079658,4812.7727,52.98275885
OTE1V FH,25/07/2018,-0.04047925,1503.4892,5.146348462
OUT1V FH,24/07/2018,-0.019930528,2669.4106,17.99959585
PAC SM,26/07/2018,0.008710801,1930.8918,7.745010498
PAGE LN,07/03/2018,0.006622517,2317.6417,5.902000293
PARG SW,31/07/2018,-0.035976453,7115.2066,5.165939931
PBB GR,13/08/2018,0.028578316,2005.6651,7.579221025
PEABB SS,17/08/2018,0.016442933,2460.7384,3.081943457
PFC LN,01/03/2018,0.111395647,2000.1394,17.81828111
PFV GR,02/08/2018,-0.012718676,1483.4698,3.937349595
PGHN SW,20/03/2018,0.038143122,20455.6452,43.78299813
PHIA NA,23/07/2018,0.01195419,40051.4444,121.1800067
PIRC IM,08/08/2018,-0.006156664,8680.8384,14.4954824
PLUS LN,14/02/2018,0.264793784,1870.712,9.04677152
PMO LN,08/03/2018,-0.490322581,794.0813,8.321219855
PNDORA DC,09/08/2018,-0.059517012,6040.5271,63.15005758
PNL NA,06/08/2018,-0.00368385,1632.1494,9.504866761
PNN LN,25/05/2018,0.023076923,4392.3136,13.88126953
POLY LN,12/03/2018,-0.065498155,4611.896,8.939147014
POM FP,15/02/2018,0.011631771,7458.4903,9.104662339
PPB LN,07/03/2018,-0.034711121,9328.9422,20.78051638
PROX BB,27/07/2018,-0.019757329,8539.4905,16.99864349
PRSM LN,25/01/2018,-0.646341463,1243.6559,3.561946732
PRU LN,14/03/2018,-0.015312916,69344.7247,104.9518879
PRY IM,18/09/2018,-0.02589419,6946.6247,25.40962181
PSM GR,02/08/2018,0.007714154,6023.8056,35.50326846
PSN LN,27/02/2018,0.003813883,11200.0357,33.52734613
PSON LN,23/02/2018,-0.004024145,7640.5463,43.86454025
PSPN SW,17/08/2018,0.007965148,4346.957,5.314314998
PST IM,02/08/2018,-0.014083755,11408.3636,26.80358692
PTEC LN,22/02/2018,-0.034090909,3330.5722,13.24792218
PUB FP,08/02/2018,-0.021030494,16369.1271,45.9923533
PUM GR,26/07/2018,-0.007954929,7687.1262,31.08217854
PWTN SW,17/07/2018,-0.015598925,3111.5612,7.172444653
QQ/ LN,24/05/2018,0.024096386,1950.0515,4.05804439
RAND NA,24/07/2018,0.012316926,11349.0589,35.02374448
RB/ LN,19/02/2018,-0.042783799,59918.6682,109.1902496
RBI AV,09/08/2018,0.022042195,10032.3042,11.18624926
RBREW DC,28/08/2018,0.047038553,4307.8104,11.85286755
RBS LN,03/08/2018,0.002523186,40439.3078,51.84040048
